ProductID,Supplier,Supplier Return Policy,Adjusted Price (USD),Supplier_ID,Return Policy Rank,Description
PROD201,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",715.5424384138885,S3,4,Camera-centric smartphone with large sensor
PROD201,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",790.4518108223336,S6,4,Camera-centric smartphone with large sensor
PROD202,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",209.29999999999998,S5,1,Value-oriented 5G smartphone
PROD202,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",271.7307733647856,S1,3,Value-oriented 5G smartphone
PROD202,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",370.2595495826614,S7,2,Value-oriented 5G smartphone
PROD203,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",512.6697933605933,S2,2,Over-ear headphones with touch controls
PROD203,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",450.3218033783012,S7,2,Over-ear headphones with touch controls
PROD204,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",177.44120204686757,S3,4,ANC earbuds with transparency mode
PROD204,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",132.36164147673122,S5,1,ANC earbuds with transparency mode
PROD204,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",181.12423281558281,S2,2,ANC earbuds with transparency mode
PROD205,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",412.9623278586877,S10,3,Solar-powered smartwatch with long battery life
PROD205,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",399.2017361115029,S2,2,Solar-powered smartwatch with long battery life
PROD206,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",1361.3422880838405,S3,4,Lightweight and powerful ultrabook
PROD207,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",190.23962776260186,S2,2,Compact Android tablet for reading and browsing
PROD208,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",81.11445183966309,S10,3,Smart alarm clock with voice assistant
PROD208,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",94.08646304369312,S1,3,Smart alarm clock with voice assistant
PROD209,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",2861.485234572505,S8,5,77-inch OLED evo Ultra HD TV
PROD209,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",2459.11775249837,S5,1,77-inch OLED evo Ultra HD TV
PROD210,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",139.9842958181143,S3,4,Cylindrical speaker with 360 sound
PROD210,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",139.31913907104436,S5,1,Cylindrical speaker with 360 sound
PROD210,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",146.21259820873863,S10,3,Cylindrical speaker with 360 sound
PROD211,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",393.0924145938278,S1,3,E-reader with note-taking capabilities
PROD212,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",662.1499466120167,S4,3,Compact mirrorless camera for beginners
PROD213,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",396.9704936094777,S2,2,Cloud gaming handheld device
PROD213,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",365.4164006789552,S6,4,Cloud gaming handheld device
PROD214,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",104.79339699526577,S5,1,Slim and stylish fitness tracker
PROD215,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",209.71194434865103,S8,5,12TB desktop external drive
PROD215,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",218.65896765834648,S2,2,12TB desktop external drive
PROD215,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",219.34768362085873,S3,4,12TB desktop external drive
PROD216,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",289.54112355296115,S5,1,4TB SATA SSD for mass storage
PROD216,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",389.69247494220417,S4,3,4TB SATA SSD for mass storage
PROD217,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",79.1747033755794,S2,2,Ergonomic mouse with customizable weight
PROD217,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",70.17548996131069,S10,3,Ergonomic mouse with customizable weight
PROD217,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",77.88639964923017,S1,3,Ergonomic mouse with customizable weight
PROD218,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",100.49806668572703,S1,3,Low-profile wireless keyboard
PROD218,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",88.72234500503205,S8,5,Low-profile wireless keyboard
PROD219,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",70.13865616428713,S2,2,Ring light webcam for better lighting
PROD220,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",217.739519502631,S6,4,Wi-Fi 6 router with VPN support
PROD220,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",241.2930325305167,S2,2,Wi-Fi 6 router with VPN support
PROD221,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",201.72459224046017,S1,3,Smart recessed lighting kit
PROD222,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",239.3516044577804,S8,5,Learning thermostat with smart sensors
PROD222,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",193.16851857526672,S5,1,Learning thermostat with smart sensors
PROD223,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",249.54478853182277,S8,5,Wireless outdoor camera with spotlight
PROD224,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",1625.315506143669,S10,3,Long-range drone with 4K HDR video
PROD225,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",872.1946037443507,S3,4,Portable laser projector with autofocus
PROD225,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",880.6676432991305,S2,2,Portable laser projector with autofocus
PROD226,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",166.13609244432317,S3,4,Wireless dash cam with smartphone connectivity
PROD227,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",454.60413372470526,S3,4,Off-road GPS device with topographic maps
PROD227,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",477.56317245044386,S4,3,Off-road GPS device with topographic maps
PROD227,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",480.5564499336186,S10,3,Off-road GPS device with topographic maps
PROD228,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",19.193095345021373,S1,3,Mini portable charger for emergencies
PROD228,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",15.809292121907953,S5,1,Mini portable charger for emergencies
PROD228,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",21.605226125855356,S2,2,Mini portable charger for emergencies
PROD229,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",31.021341403515514,S6,4,USB-C to multiple USB-A adapter
PROD229,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",29.76532331664474,S2,2,USB-C to multiple USB-A adapter
PROD229,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",28.16449791483739,S1,3,USB-C to multiple USB-A adapter
PROD230,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",34.85569955749339,S9,1,8-outlet surge protector power strip
PROD230,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",35.95603803020783,S2,2,8-outlet surge protector power strip
PROD230,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",29.555393893810578,S10,3,8-outlet surge protector power strip
PROD231,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",371.05545138039355,S2,2,Waterproof and shockproof smartphone
PROD231,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",470.0905267264997,S7,2,Waterproof and shockproof smartphone
PROD231,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",439.36681127850835,S6,4,Waterproof and shockproof smartphone
PROD232,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",691.6702748714505,S5,1,Smartphone with a built-in projector
PROD232,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",793.0050915395576,S1,3,Smartphone with a built-in projector
PROD233,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",96.71831722802885,S5,1,Bone conduction wireless headphones
PROD234,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",306.75614432798307,S3,4,High-fidelity earbuds with LDAC support
PROD235,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",247.70552134463375,S4,3,Luxury hybrid smartwatch
PROD235,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",281.33150126037634,S10,3,Luxury hybrid smartwatch
PROD235,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",216.91701439067342,S5,1,Luxury hybrid smartwatch
PROD236,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",2064.7719863450548,S6,4,Ultra-thin and lightweight gaming laptop
PROD237,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",471.3528295573807,S3,4,11-inch Android tablet with keyboard support
PROD238,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",409.7042523837517,S1,3,Smart soundbar with voice control
PROD238,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",422.5701821965516,S6,4,Smart soundbar with voice control
PROD238,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",518.7,S9,1,Smart soundbar with voice control
PROD239,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",1535.6162199569399,S3,4,86-inch LED Ultra HD TV
PROD239,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",2176.223288313095,S2,2,86-inch LED Ultra HD TV
PROD240,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",257.0014461184387,S4,3,Waterproof and dustproof rugged speaker
PROD240,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",295.7271528691149,S2,2,Waterproof and dustproof rugged speaker
PROD240,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",287.23292304137004,S6,4,Waterproof and dustproof rugged speaker
PROD241,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",583.6256694261372,S3,4,Large e-ink tablet for reading and writing
PROD241,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",611.0058280493517,S6,4,Large e-ink tablet for reading and writing
PROD242,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",2063.9565567736954,S1,3,Full-frame DSLR camera
PROD243,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",353.24296982625924,S4,3,Portable gaming system with OLED screen
PROD243,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",372.08779833163584,S1,3,Portable gaming system with OLED screen
PROD244,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",164.43191599970422,S9,1,Smart scale with body composition analysis
PROD244,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",147.2240537381753,S1,3,Smart scale with body composition analysis
PROD245,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",420.2527887310994,S4,3,16TB desktop RAID storage
PROD245,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",304.9647209310165,S8,5,16TB desktop RAID storage
PROD246,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",623.4050979826771,S8,5,8TB SATA SSD for archival storage
PROD246,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",871.7876133095109,S7,2,8TB SATA SSD for archival storage
PROD246,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",895.2863483349321,S6,4,8TB SATA SSD for archival storage
PROD247,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",89.2116042160935,S8,5,Ambidextrous wireless gaming mouse
PROD248,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",94.71524621825291,S1,3,Tenkeyless wireless mechanical keyboard
PROD248,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",119.22794816791458,S7,2,Tenkeyless wireless mechanical keyboard
PROD248,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",116.00119013270795,S6,4,Tenkeyless wireless mechanical keyboard
PROD249,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",193.044748905688,S4,3,4K streaming webcam with autofocus
PROD249,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",172.0925511795079,S5,1,4K streaming webcam with autofocus
PROD250,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",290.9546206931432,S8,5,Mesh Wi-Fi system with Wi-Fi 6E
PROD250,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",303.8529279357967,S5,1,Mesh Wi-Fi system with Wi-Fi 6E
PROD251,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",179.80662906841152,S4,3,Smart outdoor string lights
PROD251,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",154.66957897394482,S1,3,Smart outdoor string lights
PROD252,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",238.0143809146799,S1,3,Smart thermostat with geofencing
PROD252,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",241.59633460221582,S9,1,Smart thermostat with geofencing
PROD253,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",399.7304588208321,S9,1,Wireless PTZ camera with solar panel option
PROD254,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",157.3134122049074,S2,2,Micro drone for indoor flying
PROD255,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",233.83229674930485,S3,4,Ultra-portable mini projector
PROD256,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",250.04020866697965,S10,3,Integrated dash cam with ADAS features
PROD256,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",323.7,S9,1,Integrated dash cam with ADAS features
PROD256,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",238.40716820004906,S6,4,Integrated dash cam with ADAS features
PROD257,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",323.7110180714277,S2,2,Fitness smartwatch with GPS
PROD257,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",280.7815084920155,S1,3,Fitness smartwatch with GPS
PROD257,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",309.5100595542165,S6,4,Fitness smartwatch with GPS
PROD258,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",138.95724756397397,S10,3,High-capacity power bank with AC outlet
PROD258,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",130.34078162921122,S7,2,High-capacity power bank with AC outlet
PROD259,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",394.7788762331586,S10,3,Thunderbolt 4 docking station
PROD259,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",410.33739423638735,S6,4,Thunderbolt 4 docking station
PROD259,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",282.0591016247588,S5,1,Thunderbolt 4 docking station
PROD260,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",190.41460065817964,S9,1,Industrial-grade surge protector
PROD261,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",634.0716012490534,S9,1,Satellite-enabled rugged smartphone
PROD261,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",645.7607752591553,S4,3,Satellite-enabled rugged smartphone
PROD261,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",499.6038205575219,S3,4,Satellite-enabled rugged smartphone
PROD262,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",673.7801326843658,S6,4,Smartphone with under-display camera
PROD262,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",828.7914902971384,S1,3,Smartphone with under-display camera
PROD262,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",679.2788786762469,S10,3,Smartphone with under-display camera
PROD263,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",168.4062966148183,S6,4,Open-ear wireless headphones
PROD264,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",275.7807453924105,S9,1,Waterproof ANC earbuds for swimming
PROD265,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",289.69699469004246,S5,1,Luxury fashion smartwatch
PROD265,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",348.09830972930075,S7,2,Luxury fashion smartwatch
PROD266,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",572.8827279459256,S8,5,Convertible Chromebook with stylus support
PROD266,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",778.7,S9,1,Convertible Chromebook with stylus support
PROD267,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",587.7568313891243,S3,4,Mini LED display tablet
PROD268,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",242.27945253532872,S3,4,Smart display with enhanced audio
PROD268,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",240.94640837837582,S1,3,Smart display with enhanced audio
PROD269,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",1574.6042897371808,S9,1,55-inch QLED Mini-LED Ultra HD TV
PROD270,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",101.83211194674834,S10,3,Splashproof portable speaker with long playtime
PROD270,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",114.9147433587637,S2,2,Splashproof portable speaker with long playtime
PROD270,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",96.62275165071505,S4,3,Splashproof portable speaker with long playtime
PROD271,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",111.17658013977253,S3,4,E-reader with physical page-turn buttons
PROD271,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",154.70000000000002,S9,1,E-reader with physical page-turn buttons
PROD272,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",887.5612153138183,S3,4,Enthusiast APS-C mirrorless camera
PROD272,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",726.336585180034,S5,1,Enthusiast APS-C mirrorless camera
PROD273,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",464.8637109940231,S10,3,Modular handheld gaming device
PROD274,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",332.2216549409034,S7,2,Smart ring for activity and sleep tracking
PROD274,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",277.7559187996061,S4,3,Smart ring for activity and sleep tracking
PROD275,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",549.9611777456715,S6,4,20TB desktop external drive
PROD275,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",405.23393224178056,S8,5,20TB desktop external drive
PROD276,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",465.62136173867447,S8,5,4TB NVMe Gen4 high-performance SSD
PROD277,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",31.314867457952538,S1,3,Compact wireless mouse for travel
PROD277,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",28.854128336946967,S10,3,Compact wireless mouse for travel
PROD277,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",22.23161011560561,S5,1,Compact wireless mouse for travel
PROD278,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",62.3,S5,1,Wireless ergonomic keyboard and mouse combo
PROD278,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",95.89594338857025,S1,3,Wireless ergonomic keyboard and mouse combo
PROD279,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",240.27283719035094,S10,3,PTZ streaming webcam with remote control
PROD279,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",270.0522098736608,S2,2,PTZ streaming webcam with remote control
PROD280,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",393.4066003643284,S1,3,Wi-Fi 6 mesh system with high throughput
PROD280,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",518.7,S2,2,Wi-Fi 6 mesh system with high throughput
PROD280,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",406.0938442981322,S3,4,Wi-Fi 6 mesh system with high throughput
PROD281,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",68.35423131375752,S8,5,Smart vintage-style LED bulb
PROD281,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",90.93521950718107,S1,3,Smart vintage-style LED bulb
PROD282,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",226.89574984320348,S5,1,Smart thermostat with occupancy detection
PROD283,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",630.5803236098029,S9,1,Wireless 4K security camera system
PROD283,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",408.6514989856141,S8,5,Wireless 4K security camera system
PROD284,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",512.4710270011649,S2,2,Lightweight and easy-to-fly beginner drone
PROD284,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",348.3257493471859,S8,5,Lightweight and easy-to-fly beginner drone
PROD285,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",561.8862865126243,S3,4,Short throw portable projector with Android TV
PROD286,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",367.86398272478715,S7,2,4K dual dash cam with parking mode
PROD286,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",302.0087462223008,S8,5,4K dual dash cam with parking mode
PROD287,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",449.7391308794189,S2,2,Motorcycle-specific GPS with weather alerts
PROD287,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",329.4317777658364,S4,3,Motorcycle-specific GPS with weather alerts
PROD287,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",335.40357097611843,S8,5,Motorcycle-specific GPS with weather alerts
PROD288,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",87.2415553820049,S9,1,GaN fast-charging power bank
PROD289,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",67.94531113935597,S5,1,Powered USB-C hub with PD charging
PROD290,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",36.66819507842717,S1,3,Flat plug surge protector power strip
PROD291,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",908.7,S9,1,Ruggedized smartphone with thermal camera
PROD291,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",757.7254522559045,S6,4,Ruggedized smartphone with thermal camera
PROD291,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",566.2806754406826,S5,1,Ruggedized smartphone with thermal camera
PROD292,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",891.762596110416,S2,2,Smartphone with a focus on video recording
PROD293,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",575.0061331191093,S6,4,Noise-canceling headphones with spatial audio
PROD293,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",616.0632498692441,S10,3,Noise-canceling headphones with spatial audio
PROD294,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",54.74201129792387,S8,5,Budget-friendly wireless sport earbuds
PROD294,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",58.465596485862996,S9,1,Budget-friendly wireless sport earbuds
PROD295,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",728.6641830286973,S3,4,Luxury gold smartwatch
PROD295,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",847.2225709808148,S7,2,Luxury gold smartwatch
PROD295,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",579.0453663831496,S6,4,Luxury gold smartwatch
PROD296,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",2745.412945182714,S7,2,16-inch MacBook Pro
PROD297,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",1080.7614271886066,S6,4,12.9-inch iPad Pro
PROD298,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",507.6964689326198,S9,1,High-end smart speaker with premium sound
PROD299,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",4049.0058008901547,S9,1,75-inch QLED 8K Ultra HD TV
PROD299,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",4182.676222408958,S6,4,75-inch QLED 8K Ultra HD TV
PROD299,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",3646.982945710797,S3,4,75-inch QLED 8K Ultra HD TV
PROD300,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",159.4236210308038,S8,5,Waterproof floating Bluetooth speaker
PROD301,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",666.6480524732758,S10,3,Compact Android flagship phone
PROD301,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",786.9897086774545,S7,2,Compact Android flagship phone
PROD301,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",656.7531730636258,S5,1,Compact Android flagship phone
PROD302,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",394.1244780956931,S4,3,Mid-range smartphone with excellent camera features
PROD302,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",345.69911471898877,S3,4,Mid-range smartphone with excellent camera features
PROD302,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",386.04066274603025,S6,4,Mid-range smartphone with excellent camera features
